Order ID,Ship Mode,Customer ID,Customer Name,Segment,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Cost (Singular),Original Price,OrderDate,ShipDate,Product cat,Product Subcat,ProductID
CA-2021-112774,First Class,RC-19960,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,1,0.2,6.0382,28.4658,43.13,2021-09-11,2021-09-12,FUR,FU,10003039
CA-2021-101945,Standard Class,GT-14710,Greg Tran,Consumer,United States,Houston,Texas,77070,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,3,0.2,2.5707,2.7511,4.51,2021-11-24,2021-11-28,OFF,FA,10004248
CA-2021-100650,Second Class,DK-13225,Dean Katz,Corporate,United States,Anaheim,California,92804,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,2,0.0,310.9872,492.3964,647.89,2021-06-29,2021-07-03,OFF,ST,10001780
CA-2018-155852,Second Class,AJ-10945,Ashley Jarboe,Consumer,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2,3.404799999999998,4.0128,6.08,2018-03-03,2018-03-07,OFF,AR,10003560
CA-2020-113243,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.0,9.936000000000002,5.382,10.35,2020-06-10,2020-06-15,OFF,LA,10001297
CA-2020-113243,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,-217.0480000000002,388.182,417.4,2020-06-10,2020-06-15,FUR,TA,10004256
CA-2020-113243,Standard Class,OT-18730,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.40000000000001,5,0.0,15.552,3.3696,6.48,2020-06-10,2020-06-15,OFF,PA,10003441
CA-2021-118731,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.599999999999994,3,0.0,16.614,8.662,14.2,2021-11-20,2021-11-22,FUR,FU,10003347
CA-2021-118731,Second Class,LP-17080,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.05600000000001,7,0.2,27.31819999999998,8.105399999999998,15.01,2021-11-20,2021-11-22,OFF,BI,10000069
CA-2018-145576,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,5,0.2,1.3000000000000007,2.34,3.25,2018-09-14,2018-09-18,OFF,AP,10003914
CA-2018-145576,Second Class,CA-12775,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2,3.7743,3.1179,5.47,2018-09-14,2018-09-18,FUR,FU,10004020
CA-2019-130736,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0.0,0.0,1.98,1.98,2019-12-07,2019-12-09,OFF,FA,10003467
CA-2019-130736,First Class,JF-15490,Jeremy Farry,Consumer,United States,Seattle,Washington,98105,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1,0.0,1.2006,1.4094,2.61,2019-12-07,2019-12-09,OFF,LA,10000634
CA-2021-137099,First Class,FP-14320,Frank Preis,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,3,0.2,46.79699999999998,109.193,155.99,2021-12-07,2021-12-10,TEC,PH,10002496
CA-2021-156951,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,8,0.0,45.0016,5.8548,11.48,2021-10-01,2021-10-08,OFF,PA,10004530
CA-2021-156951,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,7,0.2,27.3672,7.6744,14.48,2021-10-01,2021-10-08,OFF,BI,10001107
CA-2021-156951,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3,0.0,9.3312,3.3696,6.48,2021-10-01,2021-10-08,OFF,PA,10004451
CA-2021-156951,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15199999999993,3,0.2,0.0,150.384,187.98,2021-10-01,2021-10-08,FUR,CH,10004997
CA-2021-164826,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,7,0.0,34.776,5.382,10.35,2021-12-28,2022-01-04,OFF,LA,10001297
CA-2021-164826,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,4,0.0,6.4216,1.8846,3.49,2021-12-28,2022-01-04,OFF,FA,10000585
CA-2021-164826,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,7,0.2,11.2266,3.1482,5.94,2021-12-28,2022-01-04,OFF,BI,10001922
CA-2021-164826,Standard Class,JF-15415,Jennifer Ferguson,Consumer,United States,New York City,New York,10024,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,3,0.0,4.0095,3.6135,4.95,2021-12-28,2022-01-04,TEC,PH,10000347
CA-2020-127250,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0.0,2.3814,2.1462,2.94,2020-11-03,2020-11-07,OFF,AR,10003394
CA-2019-149713,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14,0.0,78.7528,5.8548,11.48,2019-09-18,2019-09-22,OFF,PA,10004530
CA-2019-149713,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.0,9.7608,2.5398,4.98,2019-09-18,2019-09-22,OFF,PA,10001450
CA-2019-149713,Second Class,TG-21640,Trudy Glocke,Consumer,United States,Long Beach,California,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.0,2.19,2.555,3.65,2019-09-18,2019-09-22,OFF,SU,10001574
CA-2021-118640,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,2,0.2,8.713999999999995,30.499,43.57,2021-07-20,2021-07-26,OFF,ST,10002974
CA-2021-118640,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,1,0.5999999999999999,-5.7148,14.5068,21.98,2021-07-20,2021-07-26,FUR,FU,10001475
CA-2019-132906,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0.0,1.5456,12.4936,12.88,2019-09-10,2019-09-14,OFF,SU,10004498
CA-2021-145233,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.3760000000001,3,0.2,52.91729999999994,139.1529,195.99,2021-12-01,2021-12-05,TEC,PH,10004977
CA-2021-145233,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,2,0.2,9.238600000000003,48.1727,65.99,2021-12-01,2021-12-05,TEC,PH,10000586
CA-2021-145233,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,3,0.2,3.504599999999996,9.2158,12.98,2021-12-01,2021-12-05,OFF,AP,10000358
CA-2021-145233,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,7,0.6999999999999998,-4.748099999999996,1.6473,3.23,2021-12-01,2021-12-05,OFF,BI,10002764
CA-2021-145233,Standard Class,DV-13465,Dianna Vittorini,Consumer,United States,Denver,Colorado,80219,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,4,0.2,30.47759999999998,93.9726,126.99,2021-12-01,2021-12-05,TEC,PH,10001254
CA-2019-128139,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.0,4.968599999999995,66.0114,70.98,2019-07-03,2019-07-09,FUR,CH,10003956
CA-2019-128139,Standard Class,BD-11725,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0.0,144.5157,50.1381,98.31,2019-07-03,2019-07-09,OFF,LA,10003930
US-2020-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2,-20.13620000000001,52.4601,52.99,2020-03-20,2020-03-24,TEC,PH,10003800
US-2020-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2,7.2576,3.3696,6.48,2020-03-20,2020-03-24,OFF,PA,10002005
US-2020-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.82100000000001,3,0.6999999999999998,-12.8961,9.9057,18.69,2020-03-20,2020-03-24,OFF,BI,10002498
US-2020-156986,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2,3.6288,3.3696,6.48,2020-03-20,2020-03-24,OFF,PA,10004101
CA-2018-135405,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2,1.168,4.088,5.84,2018-01-09,2018-01-13,OFF,AR,10004078
CA-2018-135405,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2,9.749999999999996,7.15,13.0,2018-01-09,2018-01-13,TEC,AC,10001266
CA-2018-131450,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.0,22.0748,27.0226,38.06,2018-08-08,2018-08-15,OFF,AP,10004708
CA-2018-131450,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2,434.9913,254.9949,499.99,2018-08-08,2018-08-15,TEC,CO,10004115
CA-2018-131450,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2,55.74499999999994,78.043,111.49,2018-08-08,2018-08-15,TEC,PH,10002398
CA-2018-131450,Standard Class,LR-16915,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.0,91.7728,29.4984,40.97,2018-08-08,2018-08-15,FUR,FU,10001979
CA-2020-120180,First Class,TP-21130,Theone Pippenger,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2,1.0178000000000007,5.3071,7.269999999999999,2020-07-14,2020-07-16,OFF,SU,10004115
US-2020-100720,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4,-28.79640000000001,57.5928,79.98999999999998,2020-07-16,2020-07-21,TEC,PH,10001425
US-2020-100720,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,0.4,-115.3544000000001,152.4326,205.99,2020-07-16,2020-07-21,TEC,PH,10003963
US-2020-100720,Standard Class,CK-12205,Chloris Kastensmidt,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.7299999999999995,2.555,3.65,2020-07-16,2020-07-21,OFF,SU,10001574
CA-2018-149958,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2,17.84699999999998,124.929,178.47,2018-03-15,2018-03-19,OFF,ST,10001490
CA-2018-149958,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2,5.140799999999992,13.5184,19.04,2018-03-15,2018-03-19,FUR,FU,10001756
CA-2018-149958,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.6999999999999998,-5.533800000000001,4.2506,8.019999999999998,2018-03-15,2018-03-19,OFF,BI,10000773
CA-2018-149958,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.18800000000001,4,0.6999999999999998,-31.6712,18.7148,35.99,2018-03-15,2018-03-19,OFF,BI,10001543
CA-2018-149958,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2,47.8152,28.0296,54.96,2018-03-15,2018-03-19,OFF,PA,10002120
US-2018-105767,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.6999999999999998,-2.6256,2.9538,5.47,2018-05-23,2018-05-27,OFF,BI,10000848
US-2018-105767,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2,2.381399999999998,2.0874,2.94,2018-05-23,2018-05-27,OFF,AR,10001246
US-2018-105767,Standard Class,AR-10510,Andrew Roberts,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4,-10.1178,32.6529,45.99,2018-05-23,2018-05-27,TEC,PH,10003092
CA-2020-161816,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2,41.57729999999995,109.3329,153.99,2020-04-28,2020-05-01,TEC,PH,10003012
CA-2020-161816,First Class,NB-18655,Nona Balk,Corporate,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.695599999999999,2.5041,4.91,2020-04-28,2020-05-01,OFF,LA,10004345
CA-2020-121223,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2,2.64,2.904,5.28,2020-09-11,2020-09-13,OFF,PA,10001204
CA-2020-121223,Second Class,GD-14590,Giulietta Dortch,Corporate,United States,Philadelphia,Pennsylvania,19143,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,9,0.4,-157.9383000000001,98.5427,134.99,2020-09-11,2020-09-13,TEC,PH,10004667
CA-2021-138611,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,10,0.4,15.99199999999999,10.3948,19.99,2021-11-14,2021-11-17,TEC,PH,10000011
CA-2021-138611,Second Class,CK-12595,Clytie Kelty,Consumer,United States,Grove City,Ohio,43123,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648000000000001,2,0.6999999999999998,-2.796799999999999,3.2224,6.08,2021-11-14,2021-11-17,OFF,BI,10002949
CA-2021-117947,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,2,0.0,15.7872,12.3464,20.24,2021-08-18,2021-08-23,FUR,FU,10003849
CA-2021-117947,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,2,0.0,3.081399999999999,3.4293,4.97,2021-08-18,2021-08-23,FUR,FU,10000010
CA-2021-117947,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,9,0.2,33.56999999999999,8.205999999999998,14.92,2021-08-18,2021-08-23,OFF,BI,10002824
CA-2021-117947,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,TEC-PH-10002538,Technology,Phones,Grandstream GXP1160 VoIP phone,37.91,1,0.0,10.9939,26.9161,37.91,2021-08-18,2021-08-23,TEC,PH,10002538
CA-2021-117947,Second Class,NG-18355,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",88.01999999999998,3,0.0,27.28619999999999,20.2446,29.34,2021-08-18,2021-08-23,FUR,FU,10000521
US-2018-111171,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chicago,Illinois,60610,Central,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",8.689999999999996,5,0.8,-14.773,4.6926,8.689999999999998,2018-12-26,2018-12-31,OFF,BI,10002103
CA-2019-138009,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,FUR-CH-10004853,Furniture,Chairs,"Global Manager's Adjustable Task Chair, Storm",301.96,2,0.0,87.56839999999997,107.1958,150.98,2019-11-29,2019-12-03,FUR,CH,10004853
CA-2019-138009,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,555.21,5,0.1,178.901,75.26179999999998,123.38,2019-11-29,2019-12-03,OFF,AP,10000179
CA-2019-138009,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-ST-10001272,Office Supplies,Storage,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",523.48,4,0.0,130.87,98.1525,130.87,2019-11-29,2019-12-03,OFF,ST,10001272
CA-2019-138009,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Dearborn,Michigan,48126,Central,OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",161.82,9,0.0,46.92779999999998,12.7658,17.98,2019-11-29,2019-12-03,OFF,AR,10004042
CA-2021-163020,Standard Class,MO-17800,Meg O'Connel,Home Office,United States,New York City,New York,10009,East,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",35.56,7,0.0,12.0904,3.3528,5.08,2021-09-15,2021-09-19,FUR,FU,10000221
CA-2021-153787,Standard Class,AT-10735,Annie Thurman,Consumer,United States,Seattle,Washington,98115,West,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,97.16,2,0.0,28.17639999999999,34.4918,48.58,2021-05-19,2021-05-23,OFF,AP,10001563
CA-2021-133431,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",15.24,5,0.2,5.143499999999998,2.0193,3.81,2021-12-17,2021-12-21,OFF,BI,10000605
CA-2021-133431,Standard Class,LC-17140,Logan Currie,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",13.23,3,0.0,6.0858,2.3814,4.41,2021-12-17,2021-12-21,OFF,PA,10002615
US-2020-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,OFF-ST-10001963,Office Supplies,Storage,Tennsco Regal Shelving Units,243.384,3,0.2,-51.719100000000005,98.36770000000001,101.41,2020-12-11,2020-12-13,OFF,ST,10001963
US-2020-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,119.8,5,0.2,29.95,17.97,29.95,2020-12-11,2020-12-13,TEC,AC,10001267
US-2020-135720,Second Class,FM-14380,Fred McMath,Consumer,United States,Aurora,Colorado,80013,West,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,300.768,4,0.2,30.07680000000001,67.6728,93.99,2020-12-11,2020-12-13,TEC,PH,10002103
CA-2021-144694,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,TEC-AC-10002857,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",17.88,3,0.2,2.458499999999999,5.1405,7.45,2021-09-24,2021-09-26,TEC,AC,10002857
CA-2021-144694,Second Class,BD-11605,Brian Dahlen,Consumer,United States,Miami,Florida,33180,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",235.944,3,0.2,85.5297,50.1381,98.31,2021-09-24,2021-09-26,OFF,LA,10003930
CA-2019-168004,Second Class,DJ-13420,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.93999999999994,3,0.0,43.22339999999998,116.5722,130.98,2019-10-04,2019-10-09,FUR,CH,10001482
US-2020-123470,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,18.88200000000001,3,0.6999999999999998,-13.8468,10.9096,20.98,2020-08-15,2020-08-21,OFF,BI,10001989
US-2020-123470,Standard Class,ME-17725,Max Engle,Consumer,United States,Aurora,Colorado,80013,West,OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,122.328,3,0.2,12.2328,36.6984,50.97,2020-08-15,2020-08-21,OFF,AP,10003287
CA-2020-115917,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0.0,272.792,155.2816,209.84,2020-05-20,2020-05-25,FUR,FU,10000576
CA-2020-115917,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.424,4,0.2,5.0128,2.6028,4.82,2020-05-20,2020-05-25,OFF,BI,10004728
CA-2020-147067,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0.0,6.0287999999999995,4.2704,6.28,2020-12-18,2020-12-22,FUR,FU,10000732
CA-2021-167913,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,330.4,2,0.0,85.90399999999998,122.248,165.2,2021-07-30,2021-08-03,OFF,ST,10000585
CA-2021-167913,Second Class,JL-15835,John Lee,Consumer,United States,Mission Viejo,California,92691,West,OFF-LA-10002787,Office Supplies,Labels,Avery 480,26.25,7,0.0,12.6,1.95,3.75,2021-07-30,2021-08-03,OFF,LA,10002787
CA-2021-106103,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Rochester Hills,Michigan,48307,Central,TEC-AC-10003832A,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0.0,54.333200000000005,19.5467,33.13,2021-06-10,2021-06-15,TEC,AC,10003832A
US-2021-127719,Standard Class,TW-21025,Tamara Willingham,Home Office,United States,Plainfield,New Jersey,7060,East,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,6.48,1,0.0,3.1752,3.3048,6.48,2021-07-21,2021-07-25,OFF,PA,10001934
CA-2021-126221,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AP-10002457,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",209.3,2,0.0,56.511,76.39449999999998,104.65,2021-12-30,2022-01-05,OFF,AP,10002457
CA-2020-103947,Standard Class,BB-10990,Barry Blumstein,Corporate,United States,Sierra Vista,Arizona,85635,West,OFF-FA-10003112,Office Supplies,Fasteners,Staples,31.56,5,0.2,9.862499999999997,4.3395,7.889999999999999,2020-04-01,2020-04-08,OFF,FA,10003112
